"","H2O_30m_A","H2O_30m_B","H2O_30m_C","PNA79_30m_A","PNA79_30m_B","PNA79_30m_C","PNAscr_30m_A","PNAscr_30m_B","PNAscr_30m_C","H2O_16h_A","H2O_16h_B","H2O_16h_C","PNA79_16h_A","PNA79_16h_B","PNA79_16h_C","PNAscr_16h_A","PNAscr_16h_B","PNAscr_16h_C"
"cds-C4N14_01065",57.8300341889185,90.5641006923642,86.6036267151338,60.029271572643,90.2824227613872,68.7910712816141,59.9636794573289,88.8246072903726,97.4638557383201,156.951062648588,134.944822561719,111.024347723987,147.52450057284,135.684252127758,125.0846239452,103.962279923607,102.396844314402,97.5315789085628
"cds-C4N14_01070",80.0723550308102,91.3620222843674,111.557214073732,82.6209329171861,90.9877541892105,112.299953972549,95.0367749889742,92.7147360768123,161.907170188248,42.9667448101807,64.3702314518545,63.7841854069585,61.8575833098144,62.3465348464137,63.623290204225,96.2872122782403,104.404625575469,135.932514158276
"cds-C4N14_01075",105.094965977938,63.8337273602567,90.028628901608,129.095207683103,77.2337913466555,107.008333104733,93.1511246915739,88.1762524926327,122.495556392424,78.1415928931266,76.5204357821242,66.1760923597195,54.6214131867795,54.9559121746504,54.3577625045806,60.7028077406297,53.8754638386233,70.3450760769076
"cds-C4N14_01080",6.11663823152022,2.79272557201123,8.31786245286595,8.39118849940172,9.52197427561506,8.23141023882562,10.1825116059615,11.670386359319,3.72812562933465,10.4634041765725,8.27247954401343,9.36830223164703,6.06904590964217,8.14863525348265,7.41242215971554,5.93073408960176,5.35408336284455,8.49578213489223
"cds-C4N14_01085",74.5117748203373,43.4867267641749,54.8000349835875,77.457124609862,55.0158513702203,61.1476189169903,68.6376708253702,55.7585126056354,66.5736719524045,55.6564051945346,58.6829017653453,58.2030691838497,29.1781053348181,50.976346120624,51.8869551180088,53.3766068064158,46.513599214712,54.7128369487059
"cds-C4N14_01090",149.023549640675,168.361455912677,196.203696682309,128.449731644688,151.646256982018,145.225594927852,161.034535397984,144.583119896008,165.102706441963,42.9667448101807,48.3423023353285,49.4327436903929,48.0855175917803,84.7079060071336,72.8888179038695,77.7972765871289,69.6030837169791,68.3060883645335
"cds-C4N14_01095",36.6998293891213,19.150118208077,22.0178711987628,58.738319495812,35.9719028189902,47.0366299361464,47.8955175539671,42.7914166508364,50.5959906838274,2.67150744933766,7.23841960101175,7.97302317586982,6.7693204376778,10.9911824349301,10.1920804696089,16.04786871304,9.03501567480017,14.6127452720146
"cds-C4N14_01100",110.655546188411,63.0358057682535,80.7321943954637,186.542575102084,71.2384742101571,113.475869720953,155.754714565263,138.099571918609,154.983508305198,22.9304389401483,36.4506129908092,26.5103020597671,18.2071377289265,17.2447862341144,15.7513970893955,42.2128720495184,54.8793544691566,53.3535118071232
"cds-C4N14_01105",84.5208191991886,61.0410017882455,85.1357686352162,138.131872220921,86.4030999083589,124.647069330788,110.121977368176,101.791703245172,99.5942132407971,2.00363058700325,15.2523841592748,12.7568370813917,14.0054905607127,10.4226729986406,8.64782585300146,32.4446041372331,33.1283908076006,27.8661654024465
"cds-C4N14_01110",32.8074232417903,23.5386869640947,27.8893035184329,36.7921341896844,20.1019456929651,32.9256409553025,34.3188354126851,25.2858371118579,17.0428600198155,93.9480119683745,83.5003403973856,99.6627896983727,70.260877646242,83.7603902799844,79.683538216942,60.0050743183237,75.6264275001792,83.5984962073395
"cds-C4N14_01115",265.795734060606,153.200945664616,217.242995827793,629.984613493544,248.276662593815,547.976738756105,450.293291019187,429.210876103844,434.060341129677,272.271134211663,286.951634182966,255.336067207231,242.29498670033,276.106082891261,250.169247890399,261.650033364783,265.696386881161,251.135319907414
"cds-C4N14_01120",21.1302047997971,17.155314228069,19.0821550389278,18.71880511405,25.0392656877285,20.578525597064,25.2677139851638,26.5825467073378,15.9776812685771,34.7295968413896,44.7230925348226,43.6523018878872,43.8838704235664,48.7023083754661,53.4312097346162,41.5151386272123,41.1595158518675,29.5653218294249
"cds-C4N14_01125",73.3996587782427,69.0202177082776,68.0107577028452,82.6209329171861,68.4171484988637,66.4392397848068,67.8834107064101,74.5608017400938,87.3446576015546,63.4483019217695,61.009536637099,66.3754179391162,76.0964987132056,107.827289749573,87.0959603766576,74.3086094755985,99.0505422126241,86.9968090612964
"cds-C4N14_01130",355.32107544922,223.019084964897,240.728725106474,349.202536782794,220.768736908705,318.08520994319,282.847544610042,298.891561758115,214.100928998933,28.2734538388236,76.2619207963738,56.6084645486757,38.7485238846385,59.1249813741067,57.7551226611169,103.962279923607,100.723693263513,99.2307353355412
"cds-C4N14_01135",6.11663823152022,5.18649034802086,5.87143231967009,12.2640447298948,8.11131141996838,8.81936811302745,9.80538154648146,5.18683838191957,4.26071500495388,4.00726117400649,3.61920980050588,4.78381390552189,6.53589559499926,11.1806855803599,10.1920804696089,12.9080683126626,3.34630210177784,10.1949385618707
"cds-C4N14_01140",15.0135665682769,16.7563534320674,15.6571528524536,12.9095207683103,14.8119599842901,14.6989468550457,18.1022428550427,11.670386359319,15.4450918929578,7.34664548567857,5.42881470075881,5.38179064371213,13.7720657180341,12.8862138892284,12.3540369328592,14.6524018684279,9.70427609515574,10.8746011326621
"cds-C4N14_01145",495.447696753138,264.511007749064,430.082417415834,986.287386698909,365.361679612489,690.85050218715,674.685676409821,615.288703055209,715.800120832253,9.7955273142381,69.2820161811125,47.8381390552189,34.3134518737461,26.3409372147462,27.1788812522903,158.734353574635,130.171151759158,152.92407842806
"cds-C4N14_01150",48.3770478311145,25.5334909441027,46.4821725307215,96.8214057623275,42.3198856694003,94.0732598722928,79.5744425502919,82.3410593129732,87.3446576015546,3.33938431167208,9.82356945851595,7.97302317586982,9.10356886446325,6.25360379918436,12.6628878561807,31.746870714927,23.7587449226227,19.3703832675543
"cds-C4N14_01155",5.00452218942564,0.797921592003209,2.93571615983504,7.7457124609862,4.58465428085169,14.6989468550457,5.65695089220084,4.53848358417962,1.59776812685771,0.222625620778139,1.03405994300168,1.19595347638047,1.86739874142836,0.568509436289487,1.85310553992888,1.74433355576522,1.00389063053335,2.03898771237413
"cds-C4N14_01160",42.8164676206416,23.5386869640947,30.3357336516288,66.4840319567982,21.5126085486118,57.6198716717793,52.7982083272079,61.5937057852949,34.6183094152503,1.33575372466883,6.97990461526133,5.58111622310887,6.53589559499926,8.90664783520196,15.442546166074,9.76826791228524,15.0583594580003,16.9915642697845
"cds-C4N14_01165",110.655546188411,108.517336512436,108.132211887257,141.359252412998,122.022337013437,114.063827595155,131.61839075854,111.517025211271,128.354039524236,52.5396465036407,52.4785421073352,57.4057668662627,78.6641719826696,80.917843098537,72.8888179038695,86.518944365955,79.6419900223126,79.8603520679869
"cds-C4N14_01170",290.262286986687,341.909402173375,366.475233952741,373.730626242584,368.183005323782,342.779440659667,350.353825256972,357.89184835245,385.594707948327,93.5027607268182,122.277588259949,114.213556994335,155.460945223911,143.83288738124,142.997977497846,188.388024022644,194.75478232347,187.247038253025
"cds-C4N14_01175",162.36894214581,186.314691732749,183.48225998969,136.195444105674,179.154182667128,138.17010043743,147.457853256702,143.934765098268,160.841991437009,605.764314137315,608.285761470738,689.666504712739,1926.22180178335,1269.86057752528,1339.17760352194,564.815205356779,578.241003187211,477.802787266339
"cds-C4N14_01180",387.016382648916,292.039302673175,285.743039557277,275.618268403426,303.292513964035,301.034431591337,270.77938270668,263.232047882418,246.056291536087,1032.09237792745,992.956060267362,1017.35775724099,2044.10134733602,1546.53516985283,1562.47682108337,725.293892487179,745.890738486281,636.503997546126
"cds-C4N14_01185",264.683618018511,218.630516208879,280.360893264247,207.197808331381,215.47875120003,216.956455580475,240.231847888796,215.253792849662,192.264764598544,284.292917733683,366.057219822594,411.806647033676,835.427511946512,674.441694584761,631.90898911575,307.351572525832,325.260564292806,292.934568011084
"cds-C4N14_01190",88.4132253465196,94.9526694483819,116.939360366763,95.5304536854965,99.8043970370023,74.6706500236324,92.0197345131337,92.0663812790723,92.1379619821278,76.3605879269015,84.2758853546368,82.5207898702526,113.211048699094,120.524000493371,123.540369328592,97.3338124116994,85.9999640156905,81.5595084949654
"cds-C4N14_01195",83.9647611781413,73.8077472602968,76.8179061823503,106.50354633856,91.6930856170339,105.244459482128,103.710766357015,99.8466388519517,86.2794788503162,227.078133193701,200.607628942326,200.122881714332,214.98428010694,246.354089058778,244.301080347291,171.991288598451,184.715876018137,170.935136554032
"cds-C4N14_01200",43.3725256416889,36.7043932321476,44.5250284241648,35.5011821128534,36.6772342468136,30.5738094584951,31.6789249963247,26.5825467073378,39.9442031714427,75.2474598230108,64.3702314518545,63.5848598275618,85.666917263026,84.3288997162739,78.4481345236561,77.4484098759759,72.6147556085792,65.2476067959723
"cds-C4N14_01205",75.0678328413846,54.6576290522198,64.0964694897318,111.667354645884,64.5378256458354,78.7863551430452,88.2484339183332,81.0443497174933,82.5513532209815,104.411416144947,97.7186646136586,93.8823478958671,74.6959496571344,73.7167235722035,67.9472031307258,81.9836771209655,67.2606722457346,73.7433889308645
"cds-C4N14_01210",76.7360069045264,90.9630614883658,108.132211887257,89.0756933013413,84.6397713388005,80.5502287656507,81.4600928476922,93.3630908745522,96.3986769870816,182.330383417296,146.060966948987,154.078672873684,132.351885798735,130.757170346582,135.894406261452,109.195280590903,106.077776626358,114.183311892952
"cds-C4N14_01215",168.48558037733,128.864337108518,160.975102764288,311.119450516279,175.980191241923,256.9375910262,275.682073479921,265.177112275638,285.46790533191,233.534276196267,231.629427232376,202.71411424649,240.427587958901,212.054019735979,216.195646325037,216.297360914888,188.396808330093,209.336071803744
"cds-C4N14_01220",21.1302047997971,16.7563534320674,22.0178711987628,16.7823769988034,21.8652742625235,25.2821885906787,19.2336330334829,20.7473535276783,24.4991112784848,24.2661926648171,20.6811988600336,18.1386277251038,15.6394644594625,18.7608113975531,16.060248012717,18.8388024022644,25.0972657633338,24.4678525484896
"cds-C4N14_01225",16.6817406314188,5.18649034802086,9.2964345061443,19.3642811524655,4.58465428085169,5.29162086781647,7.54260118960112,9.07696716835924,7.4562512586693,18.7005521453636,16.027929116526,16.3446975105331,10.7375427632131,11.1806855803599,12.3540369328592,10.4660013345913,12.381317776578,10.5347698472664
"cds-C4N14_01230",35.5877133470268,32.31582447613,36.2071659712989,40.019514381762,29.2712542546685,47.0366299361464,45.6327371970868,43.4397714485764,47.400454430112,45.6382522595184,46.2741824493251,40.8617437763328,24.9764581666043,34.1105661773692,29.9585395621836,24.0718030695601,33.1283908076006,31.6043095417991
"cds-C4N14_01235",39.4801194943578,21.144922188085,37.1857380245772,70.3568881872913,39.4985599581069,59.3837452943848,44.1242169591666,42.1430618530965,59.6500100693544,33.6164687374989,40.3283377770655,34.8819763944304,28.0109811214254,31.4575221413516,28.1054340222547,28.9559370257027,22.4202240819115,30.9246469710077
"cds-C4N14_01240",43.3725256416889,52.6628250722118,32.2928777581855,40.019514381762,41.2618885276652,45.8607141877427,52.0439482082478,35.659513875697,48.9982225569697,50.9812671581937,41.6209127058176,44.0509530466807,71.8948515449918,54.3874027383609,54.9754643512236,54.4232069398749,79.6419900223126,60.4899688004327
"cds-C4N14_01245",36.6998293891213,58.6472370122359,60.6714673032576,72.9387923409534,53.9578542284853,49.3884614329537,58.0780291599287,56.4068674033753,62.3129569474506,19.5910546284762,26.8855585180436,24.9156974245932,20.7748109983905,31.8365284322113,33.6647506420414,21.9786028026418,29.447458495645,44.1780671014396
"cds-C4N14_01250",27.8029010523647,21.9428437800882,32.7821637848246,29.0464217286982,25.0392656877285,31.161767332697,23.0049336282834,33.0660946847373,29.292415659058,87.2692433450303,67.9894412523604,69.9632783682576,39.6822232553526,61.3990191192646,44.1656820349717,34.1889376929984,42.8326669027564,44.5178983868353
"cds-C4N14_01255",54.4936860626347,57.0513938282295,69.4786157827627,85.2028370708482,68.4171484988637,75.2586078978342,81.0829627882121,75.2091565378337,83.61653197222,82.8167309294676,81.1737055256318,77.3383248059372,49.4860666478515,62.5360379918436,64.858693897511,41.5151386272123,56.5525055200455,52.3340179509361
"cds-C4N14_01260",3.33634812628376,5.58545114402246,10.2750065594226,2.58190415366207,3.52665713911669,7.64345236462379,3.39417053532051,3.24177398869973,8.52143000990777,9.12765045190368,5.68732968650923,8.37167433466331,3.26794779749963,5.49559121746504,5.86816754310813,2.79093368922436,4.01556252213341,6.79662570791378
"cds-C4N14_01265",20.5741467787498,7.58025512403049,13.7000087458969,30.3373738055293,15.8699571260251,19.9905677228622,29.4161446394444,28.5276111005576,20.7709856491502,14.6932909713571,19.1301089455311,16.5440230899299,7.70301980839198,12.5072075983687,15.1336952427526,20.2342692468766,10.7081667256891,15.292407842806
"cds-C4N14_01270",4.44846416837834,3.59064716401444,3.42500218647422,3.8728562304931,6.70064856432171,4.11570511941281,4.90269077324073,7.13190277513941,5.32589375619236,13.1349116259102,18.6130789740302,20.1318835190713,10.270693077856,10.9911824349301,10.1920804696089,8.02393435652002,10.7081667256891,4.41780671014396
"cds-C4N14_01275",20.5741467787498,15.160510248061,20.0607270922061,40.019514381762,22.9232714042585,27.634020087486,23.3820636877635,29.8243206960375,32.4879519127734,48.9776365711905,36.4506129908092,38.2705112441751,33.3797525030319,26.7199435056059,27.7965830989333,29.6536704480088,19.0739219801337,27.8661654024465
"cds-C4N14_01280",215.194454145302,168.361455912677,205.989417215092,269.16350801927,188.323491228831,232.243360309723,261.351131219679,255.451790309539,255.110310921614,95.0611400722652,96.1675746991561,100.46009201596,67.4597795340995,80.3493336622475,66.7117994374398,110.241880724362,110.762599568847,94.8129286253972
"cds-C4N14_01285",19.4620307366553,10.7719414920433,17.1250109323711,18.71880511405,14.1066285564668,15.2869047292476,10.5596416654416,11.670386359319,7.98884063428853,24.9340695271515,20.6811988600336,21.925813733642,8.40329433642762,11.1806855803599,16.67794985936,20.9320026691827,26.435786604045,20.729708409137
"cds-C4N14_01290",697.852816414353,858.164672199451,803.407655741523,811.363380288304,894.00758476608,817.261445140543,797.630075800319,972.532196609919,940.55283734357,181.662506554961,186.389304726053,185.372788838973,287.579406179967,265.304403601761,256.037415433508,325.49264150579,338.980402910095,426.828094456985
"cds-C4N14_01295",42.2604095995943,37.9012756201524,42.0785982909689,120.704019183702,87.8137627640055,361.594092634125,85.9856535614528,94.0114456722922,74.562512586693,35.8427249452803,18.0960490025294,18.7366044632941,24.2761836385687,20.8453459972812,12.9717387795022,28.2582036033966,19.0739219801337,28.2059966878422
"cds-C4N14_01300",27.2468430313174,21.144922188085,20.0607270922061,33.5647539976069,25.0392656877285,45.2727563135409,32.4331851152848,24.6374823141179,27.6946475322002,44.970375397184,31.0217982900504,22.3244648924355,18.9074122569621,14.7812453435267,24.0903720190755,27.5604701810905,21.750963661556,26.8466715462594
"cds-C4N14_01305",13.345392505135,5.58545114402246,10.2750065594226,18.0733290756345,9.16930856170339,9.99528386143111,10.1825116059615,9.72532196609919,10.1191981367655,3.56200993245022,3.36069481475546,3.38853484974467,3.03452295482108,4.16906919945624,2.16195646325037,6.62846751190784,5.68871357302233,7.81611956410085
"cds-C4N14_01310",25.0226109471282,18.3521966160738,24.9535873585979,56.1564153421499,27.1552599711985,54.0921244265683,38.0901360074857,35.0111590779571,34.0857200396311,12.6896603843539,14.7353541877739,7.57437201707632,28.2444059641039,20.2768365609917,19.1487572459318,22.3274695137948,16.7315105088892,27.1865028316551
"cds-C4N14_01315",6.67269625256752,3.59064716401444,0,2.58190415366207,2.11599428347001,8.23141023882562,1.88565029740028,2.59341919095978,4.79330438057312,4.45251241556277,1.03405994300168,2.59123253215769,1.86739874142836,5.11658492660538,3.70621107985777,2.44206697807131,1.67315105088892,1.35932514158276
"cds-C4N14_01320",15.5696245893242,13.5646670640546,7.82857642622678,34.8557060744379,15.8699571260251,28.8099358358897,27.153364282564,24.6374823141179,23.4339325272464,0.890502483112554,4.65326974350755,1.59460463517396,1.16712421339272,2.08453459972812,2.77965830989333,7.32620093421393,5.68871357302233,4.41780671014396
"cds-C4N14_01325",98.9783277464182,58.2482762162343,75.3500481024328,150.395916950815,82.8764427692422,131.70256382121,127.092830044779,112.813734806751,131.016986402332,10.2407785557944,22.7493187460369,15.1487440341526,17.5068632008909,20.2768365609917,16.9868007826814,38.0264715156818,36.1400626992007,31.2644782564034
"cds-C4N14_01330",6.67269625256752,5.98441194002407,3.42500218647422,2.58190415366207,9.16930856170339,7.64345236462379,6.0340809516809,9.72532196609919,8.52143000990777,0.890502483112554,1.80960490025294,2.98988369095118,4.20164716821381,5.30608807203521,3.70621107985777,3.48866711153044,5.01945315266676,3.73814413935258
"cds-C4N14_01335",64.502730441486,32.7147852721316,47.950030610639,125.867827491026,70.8858084962454,94.0732598722928,104.842156535456,111.517025211271,110.778590128801,7.34664548567857,11.6331743587689,5.97976738190236,17.7402880435694,10.8016792895003,13.2805897028237,28.2582036033966,28.7781980752894,39.0805978205042
"cds-C4N14_01340",66.1709045046279,54.6576290522198,74.8607620757936,96.175929723912,47.962537091987,59.3837452943848,67.8834107064101,68.0772537626943,64.9759038255467,4.45251241556277,10.5991144157672,7.97302317586982,5.36877138160653,7.95913210805282,12.9717387795022,18.4899356911114,15.7276198783559,15.9720704135974
"cds-C4N14_01345",4.44846416837834,0.797921592003209,2.44643013319587,5.80928434573965,3.52665713911669,4.70366299361464,1.88565029740028,1.29670959547989,2.66294687809618,1.55837934544697,2.84366484325462,2.98988369095118,3.73479748285672,2.84254718144744,5.25046569646517,3.83753382268349,3.01167189160006,3.73814413935258
"cds-C4N14_01350",0.556058021047293,0.398960796001605,0.489286026639174,5.16380830732413,2.82132571129335,5.29162086781647,4.52556071376068,3.24177398869973,3.19553625371541,0,0.517029971500839,1.19595347638047,1.40054905607127,0.568509436289487,0.926552769964442,0.697733422306089,1.00389063053335,0.679662570791378
"cds-C4N14_01355",40.5922355364524,23.5386869640947,42.5678843176081,157.496153373386,69.4751456405988,98.1889649917056,115.778928260377,106.978541627091,138.473237661001,5.7882661402316,10.3405994300168,8.57099991406005,19.1408370996407,12.3177044529389,11.4274841628948,35.9332712487636,27.4396772345783,31.2644782564034
"cds-C4N14_01360",20.0180887577026,9.97401990004011,15.6571528524536,48.4107028811637,19.7492799790535,62.323534665394,26.0219741041239,27.2309015050777,25.0317006541041,0.445251241556277,2.06811988600336,3.18920927034793,6.7693204376778,5.68509436289487,2.77965830989333,9.07053448997916,9.03501567480017,9.85510727647498
"cds-C4N14_01365",544.936860626347,323.1582447613,413.446692510102,557.691297191006,297.649862541448,419.213964305905,536.27894458064,440.232907665423,435.658109256535,20.926808353145,77.2959807393755,54.2165575959147,27.0772817507112,34.4895724682289,37.9886635685421,134.662550505075,151.587485210536,115.202805749139
"cds-C4N14_01380",112.323720251553,137.641474620554,130.15008308602,119.413067106871,135.423634142081,101.716712236917,118.041708617258,104.385122436131,105.452696372609,21.8173108362576,42.3964576630688,35.0813019738272,34.7803015591032,41.5011888491326,41.0771728017569,61.7494078740889,54.5447242589788,54.0331743779146
"cds-C4N14_01385",503.788567068847,314.381107249264,365.496661899463,289.173265210151,327.979113937852,298.094642220328,288.127365442763,257.396854702759,309.434427234776,152.721175853803,170.619890595277,190.555253903289,228.056071296938,209.969485136251,186.237106762853,216.646227626041,265.361756670983,233.464093066838
"cds-C4N14_01390",612.775939194117,554.954467238232,583.718229780534,589.319623073367,686.640144986019,467.426509990455,517.422441606637,531.002579349016,555.490718770863,2098.46910145473,1627.09332031314,1550.75300770668,1672.2555729491,1346.60935142437,1175.17776323823,898.680647930243,822.521056616994,763.940729569509
"cds-C4N14_01395",186.279437050843,175.542750240706,178.100113696659,154.268773181308,170.690205533248,156.984752411889,160.657405338504,132.912733536689,169.363421446917,925.454705574722,751.50306357647,739.497899561925,475.252979693517,312.490686813788,311.939432554696,371.194180666839,338.31114248974,292.594736725688
"cds-C4N14_01470",161.256826103715,108.118375716435,161.953674817567,223.980185330184,129.428317005582,189.910393367191,183.662338966787,162.737054232726,176.819672705586,90.8312532774805,78.5885556681276,75.145743432573,106.908577946774,109.532818058441,114.892543475591,77.7972765871289,83.3229223342683,98.8909040501455
"cds-C4N14_01475",439.841894648409,408.136894309641,388.982391178143,344.684204513886,414.382213846211,337.48781979185,322.446200855448,367.617170318549,281.739779702576,1021.85159937166,788.987736510281,774.180550376959,438.605279392986,489.865630936108,509.295172557122,452.131257654346,456.10097647232,433.964551450295
"cds-C4N14_01480",179.050682777228,126.86953312851,158.528672631092,92.9485495318344,137.186962711639,116.415659091962,116.533188379337,106.978541627091,105.452696372609,254.461084549412,178.37534016779,182.183579568625,128.617088315878,108.206296040432,106.553568545911,147.570618817738,143.556360166269,132.534201304319
"cds-C4N14_01485",393.133020880436,245.360889540987,305.803766649484,400.840619856036,327.273782510029,342.779440659667,396.740822573019,342.331333206692,354.171934786792,181.885132175739,176.824250253287,178.396393560087,253.4993791489,213.001535463128,207.238969548714,225.367895404867,211.151662622182,192.34450753396
"cds-C4N14_01490",412.038993596044,524.63344674211,366.475233952741,249.153750828389,562.854479403023,380.996702482786,320.937680617528,411.705296564866,261.501383429045,419.649295166791,337.362056404298,348.221787206114,757.697039334557,768.245751572527,746.492681668019,395.265983736399,365.41618951414,366.677956941949
"cds-C4N14_01495",118.440358483073,92.9578654683739,102.750065594226,75.5206964946154,116.027019876939,73.4947342752287,79.1973124908118,94.6598004700321,54.8567056887813,127.119229464317,128.998977889459,147.102277594798,193.976044265871,150.275994325854,169.868007826814,125.592016015096,134.521344491469,121.319768886261
"cds-C4N14_01500",469.869027784963,432.872463661741,450.14314450804,396.322287587127,377.704979599397,394.519733589428,434.453828521025,374.749073093689,456.429094905685,174.315861069283,180.960490025294,192.349184117859,271.706516877826,204.852900209645,203.532758468856,241.76463082906,264.023235830272,252.154813763601
"cds-C4N14_01505",18.3499146945607,19.5490790040786,22.507157225402,21.300709267712,16.9279542677601,19.4026098486604,13.9538122007621,29.8243206960375,18.108038771054,49.4228878127468,41.6209127058176,37.0745577677946,18.9074122569621,19.1398176884127,23.4726701724325,16.04786871304,19.7431824004893,21.7492022653241
"cds-C4N14_01510",289.150170944592,182.325083772733,242.68586921303,364.693961704767,214.420754058295,272.812453629649,318.674900260648,289.814594589756,319.553625371541,150.049668404465,142.700272134232,147.899579912385,79.8312961960624,86.9819437522915,92.3464260731227,161.874153975013,143.556360166269,148.16644043252
"cds-C4N14_01515",7.22875427361481,15.9584318400642,14.189294772536,14.2004728451414,20.1019456929651,12.3471153582384,16.2165925576424,13.6154507525389,9.054019385527,40.2952373608431,38.777247862563,28.9022090125281,20.3079613130334,29.941496977913,30.8850923321481,25.8161366253253,16.7315105088892,21.4093709799284
"cds-C4N14_01520",389.240614733105,410.530659085651,379.19667064536,385.994670972479,381.936968166337,372.177334369758,413.334545190142,390.309588239448,285.46790533191,91.7217557605931,107.542234072175,95.0783013722476,138.887781393734,177.56444726775,159.984778280527,144.43081841736,117.455203772402,130.495213591945
"cds-C4N14_01525",38869.5677872479,38383.2202617224,38221.5565429723,30038.5183997429,42846.0629145565,42032.5204688146,28940.2065043806,36480.9794044335,40268.5501011948,23729.442293121,21602.2877542623,23209.470464957,28963.3544795539,34066.2224413386,28754.6386630765,31326.1374612765,31821.3252066462,36172.6615113733
"cds-C4N14_01530",244.665529260809,248.951536705001,251.982303719175,236.244230060079,238.402022604288,234.007233932328,262.859651457599,256.100145107279,262.033972804664,467.959054875647,440.768050704466,429.34729802059,292.247903033538,222.476692734619,205.694714932106,233.391829761387,249.299506582449,201.180120954248
"cds-C4N14_01535",402.58600723824,517.452152414081,537.725343276452,370.503246050507,429.194173830501,408.04276469607,459.721542506189,424.672392519665,413.821944856146,521.389203862401,688.683922039118,748.666876214176,473.385580952089,340.347649191973,358.884772899561,606.330343983991,722.801253984014,497.173170533893
"cds-C4N14_01540",76.7360069045264,105.325650144424,123.300078713072,96.8214057623275,96.6304056117972,108.184248853137,105.973546713896,103.088412840651,105.452696372609,105.747169869616,99.786784499662,83.1187666084428,127.216539259807,119.955491057082,111.495183319055,109.195280590903,95.7042401108463,104.668035901872
"cds-C4N14_01545",13.9014505261823,9.97401990004011,9.78572053278348,13.5549968067258,10.5799714173501,12.3471153582384,9.80538154648146,14.2638055502788,13.3147343904809,4.00726117400649,3.10217982900504,4.58448832612514,7.70301980839198,7.76962896262299,7.41242215971554,6.62846751190784,10.3735365155113,9.1754447056836
"cds-C4N14_01550",40.5922355364524,41.8908835801685,37.6750240512164,42.6014185354241,35.2665713911669,42.9209248167336,36.9587458290455,38.9012878643968,29.8250050346772,34.9522224621678,33.6069481475546,39.4664647205556,29.1781053348181,20.0873334155619,28.1054340222547,34.1889376929984,32.1245001770673,28.2059966878422
"cds-C4N14_01555",258.010921765944,249.749458297004,228.496574440494,265.290651788777,297.297196827537,265.756959139227,241.363238067236,293.056368578456,308.369248483537,296.537326876481,256.705380850167,287.427485490107,280.343236056932,227.024768224935,207.856671395357,290.954837101639,248.295615951916,262.689583610868
"cds-C4N14_01560",107.319198062128,138.439396212557,146.785807991752,175.569482449021,133.660305572522,158.748626034494,167.068616349665,149.769958277928,178.950030208063,145.819781609681,143.217302105733,125.57511501995,101.07295687981,83.1918808436949,82.7720474501568,130.476149971239,128.163370498091,151.904584571873
"cds-C4N14_01565",77.848122946621,96.9474734283899,99.3250634077523,75.5206964946154,93.1037484726806,111.711996098348,73.917491658091,92.0663812790723,124.625913894901,206.819201702891,173.722070424282,190.754579482685,481.32202560316,256.208252621129,264.685241286509,161.176420552707,140.879318484847,150.205428144895
"cds-C4N14_01570",1847.78080394015,2179.92178935277,1996.28698868783,1561.40653692713,2211.21402622616,1922.62224863998,1792.12204264923,1970.99858512944,2033.95882548986,970.425080971906,969.948226535575,1023.73617578168,2091.95344008512,2104.05342370739,1891.40305442075,1430.35351572748,1273.60257993665,1440.20498750693
"cds-C4N14_01575",73.95571679929,61.4399625842471,65.0750415430101,65.8385559183827,70.8858084962454,65.8512819106049,64.4892401710896,51.8683838191957,62.3129569474506,43.6346216725152,43.1720026203201,48.8347669522026,39.9156480980312,53.250383865782,48.180744038151,65.2380749856193,52.2023127877343,57.4314872318715
"cds-C4N14_01580",22.798378862939,9.1760983080369,20.5500131188453,42.6014185354241,26.4499285433752,48.21254568455,48.6497776729273,42.7914166508364,39.4116137958234,11.5765322804632,13.4427792590218,15.9460463517396,18.440562571605,17.8132956704039,20.0753100158962,25.8161366253253,20.7470730310226,33.9831285395689
"cds-C4N14_01585",16.6817406314188,7.18129432802888,13.7000087458969,23.2371373829586,13.4012971286434,18.2266941002567,20.7421532714031,14.2638055502788,16.5102706441963,26.9377001141548,41.879427691568,35.0813019738272,57.1890864562435,55.3349184655101,50.6515514247228,53.7254735175688,49.1906408961343,55.3924995194973
"cds-C4N14_01590",16.6817406314188,19.5490790040786,20.5500131188453,25.1735654982051,20.8072771207885,22.9303570938714,30.1704047584045,24.6374823141179,22.9013431516271,48.9776365711905,49.3763622783302,55.0138599135017,62.3244329951715,87.550453188581,58.6816754310813,59.3073408960176,72.949385818757,78.8408582117999
"cds-C4N14_01595",30.5831911576011,18.7511574120754,21.0392991454845,24.5280894597896,20.4546114068768,19.4026098486604,25.2677139851638,30.4726754937775,15.9776812685771,18.4779265245855,21.7152588030353,19.533906780881,38.2816741992814,54.7664090292206,41.6948746483999,34.8866711153044,38.817104380623,43.8382358160439
"cds-C4N14_01600",394.801194943578,362.256402769457,364.028803819545,250.44470290522,296.944531113625,279.867948120071,286.618845204843,282.682691814616,334.46612788888,270.490129245438,239.384876804889,212.680393216327,166.431912829803,334.852057974508,306.380115934909,203.389292602225,230.894845022671,252.834476334393
