"","H2O_30m_A","H2O_30m_B","H2O_30m_C","PNA79_30m_A","PNA79_30m_B","PNA79_30m_C","PNAscr_30m_A","PNAscr_30m_B","PNAscr_30m_C","H2O_16h_A","H2O_16h_B","H2O_16h_C","PNA79_16h_A","PNA79_16h_B","PNA79_16h_C","PNAscr_16h_A","PNAscr_16h_B","PNAscr_16h_C"
"cds-C4N14_00135",26.6907850102701,11.9688238800481,12.2321506659793,32.2738019207758,12.3432999869084,22.9303570938714,17.7251127955626,20.7473535276783,17.5754493954348,8.45977358956927,9.82356945851595,13.9527905577722,6.30247075232071,4.35857234488607,3.39736015653629,10.4660013345913,8.36575525444461,11.8940949888491
"cds-C4N14_00140",235.212542903005,158.387436012637,208.925133374927,762.307201368725,328.331779651764,529.162086781647,526.096432974678,549.156513685734,526.198303111805,35.6200993245022,71.8671660386167,49.2334181109961,68.6269037474922,62.1570317009839,59.2993772777243,142.337618150442,126.82484965738,154.623234855039
"cds-C4N14_00145",56.1618601257766,51.465942684207,50.8857467704741,74.8752204561999,55.368517084132,75.2586078978342,72.4089714201708,62.8904153807748,42.0745606739196,26.9377001141548,27.4025884895445,32.4900694416695,39.6822232553526,38.2796353768255,44.1656820349717,38.7242049379879,37.143953329734,49.2755363823749
"cds-C4N14_00150",43.3725256416889,48.6732171121958,51.3750327971132,80.0390287635241,52.5471913728386,62.9114925395958,78.0659223123716,65.4838345717346,45.8026863032543,102.630411178722,81.6907354971326,64.7808133039423,90.802263801954,93.2355475514759,93.5818297664087,68.7267420971498,60.9026982523567,63.5484503689939
"cds-C4N14_00155",121.22064858831,91.760983080369,160.975102764288,1014.04285635078,343.143739636054,771.988688827003,788.956084432278,777.377402490195,831.904604717246,32.9485918751645,61.7850815943503,50.2300460079798,38.5150990419599,44.9122454668695,44.7833838816147,184.201623488807,127.494110077736,207.29708409137
"cds-C4N14_00160",55.049744083682,72.2119040762904,69.4786157827627,76.166172533031,75.8231284910088,82.902060262458,78.0659223123716,80.3959949197533,76.1602807135507,49.868139054303,49.3763622783302,49.0340925315994,98.0384339249889,121.66101936595,92.3464260731227,70.819942364068,66.9260420355568,72.0442325038861
"cds-C4N14_00165",406.478413385571,351.085500481412,365.496661899463,513.798926578751,360.424359617725,440.380447777171,453.687461554508,367.617170318549,471.341597423023,2901.03446435992,1665.8705681757,1670.14902976533,465.682561143697,364.225045516131,344.677630426773,605.981477272838,597.9841855877,496.153676677706
"cds-C4N14_00170",10.0090443788513,7.97921592003209,6.36071834630926,6.45476038415517,5.6426514225867,5.29162086781647,6.78834107064101,7.78025757287935,5.85848313181159,118.214204633192,80.1396455826301,81.9228131320624,31.7457786042821,21.4138554335707,26.5611794056473,36.6310046710697,41.1595158518675,27.8661654024465
"cds-C4N14_00175",21.6862628208444,13.9636278600562,15.1678668258144,12.9095207683103,13.7539628425551,18.2266941002567,17.7251127955626,13.6154507525389,11.1843768880039,119.54995835786,87.6365801693923,82.5207898702526,19.3742619423192,19.3293208338426,25.0169247890399,39.7708050714471,45.1750783740009,39.7602603912956
"cds-C4N14_00180",15.0135665682769,20.7459613920834,17.1250109323711,12.9095207683103,15.8699571260251,20.578525597064,15.0852023792022,13.6154507525389,11.7169662636232,74.8022085814546,58.4243867795949,69.9632783682576,14.7057650887483,10.4226729986406,18.2222044759674,35.2355378264575,36.1400626992007,29.2254905440293
"cds-C4N14_00185",63.9466724204387,47.0773739281893,43.0571703442473,66.4840319567982,57.484511367602,61.1476189169903,71.2775812417306,58.3519317965951,36.7486669177273,12.4670347635758,13.1842642732714,11.760209184408,27.0772817507112,44.7227423214396,34.9001543353273,25.8161366253253,27.7743074447561,18.6907206967629
"cds-C4N14_00190",295.266809176113,304.407087349224,307.271624729401,299.5008818248,321.983796801354,358.066345388914,302.835437762485,347.518171588611,393.583548582615,170.97647675761,156.918596350505,145.906324118418,182.071377289265,214.896566917426,189.016765072746,232.345229627928,219.517417876626,291.235411584106
"cds-C4N14_00195",22.798378862939,21.5438829840866,19.571441065567,16.1369009603879,20.1019456929651,17.6387362260549,15.8394624981624,28.5276111005576,16.5102706441963,73.4664548567857,48.3423023353285,46.2435344200449,24.0427587958901,16.1077673615355,25.6346266356829,18.4899356911114,15.0583594580003,15.9720704135974
"cds-C4N14_00200",25.5786689681755,31.1189420881252,30.3357336516288,40.6649904201775,25.3919314016402,22.9303570938714,33.1874452342449,29.8243206960375,26.6294687809618,227.523384435258,145.802451963237,147.700254332988,73.5288254437417,64.6205725915717,69.1826068240117,51.2834065394975,49.5252711063121,39.7602603912956
"cds-C4N14_00205",22.798378862939,23.5386869640947,31.8035917315463,16.1369009603879,29.2712542546685,27.634020087486,21.8735434498433,23.3407727186381,18.6406281466732,148.046037817462,110.385898915429,96.6729060074215,26.6104320653541,44.5332391760098,31.8116451021125,36.6310046710697,28.4435678651117,34.3229598249646
